Source	Target	Reference	edgeType	aPDL1TILScores	PDL1plusPDL1minusScores	Tim3Plus2Tim3MinusScores	TILN2CMVScores	TILN2naiveScores	TILN2EBVScores	TILN2tumorPBMCScores	acuteD5.2NScores	acuteD7.2NScores	T.D5.2NScores	T.D7.2NScores	T.D14.2NScores	T.D21.2NScores
TNFRSF9	FOXO1	Lee et al , 2013, 4-1BB Signaling Activates the T Cell Factor 1 Effector/ß-Catenin Pathway with Delayed Kinetics via ERK Signaling and Delayed PI3K/AKT Activation to Promote the Proliferation of CD8+ T Cells	inhibits	0.667	0.562	0.333	0.408	0.791	0.571	0.61	0.667	0.222	1	1	1	1
ZAP70	Adhesion	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAP70	CA	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAP70	HRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0.75	0.444	0.612	0.725	0.586	0.59	0.667	0.667	1	0.778	1	1
ZAP70	KRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0.667	0.688	0.333	0.408	0.484	0.514	0.457	0.222	0.333	0	0	0	0
ZAP70	NRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	1	0.438	0.778	0	0	0	0	0.111	0.333	0	0	0	0.333
ZAP70	PRKCQ	Dustin, PKC-?: hitting the bull’s eye, 20011. Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	1	0.938	0.556	0.408	0.462	0.471	0.533	0.556	0.333	0	0	0	0
ZEB1	IL2	Katsuyama et al, 2016, Downregulation of miR-200a-3p, Targeting CtBP2 Complex, Is Involved in the Hypoproduction of IL-2 in Systemic Lupus Erythematosus–Derived T Cells	inhibits	0.5	0.25	0.667	0.673	0.626	0.671	0.724	1	1	1	1	1	1
ZEB2	IL2	Katsuyama et al, 2016, Downregulation of miR-200a-3p, Targeting CtBP2 Complex, Is Involved in the Hypoproduction of IL-2 in Systemic Lupus Erythematosus–Derived T Cells	inhibits	0.667	0.312	0.556	0.51	0.407	0.429	0.476	0	0	0	0	0	0
ZEB2	TBX21	Dominguez et al, 2015, The transcription factors ZEB2 and T-bet cooperate to program cytotoxic T cell terminal differentiation in response to LCMV viral infection	promotes	0.5	0.375	0.556	0.51	0.67	0.571	0.571	1	1	1	1	1	1
ZN	MT1	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
ZN	MT2	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
